what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wb.swing.FormLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.FormLayout",1340065238437
started,bundle,org.eclipse.wb.core.databinding,1.3.0.r37x201202052311,"org.eclipse.wb.core.databinding",1340065243375
started,bundle,org.eclipse.wb.swing.jsr296,1.1.0.r37x201109091143,"org.eclipse.wb.swing.jsr296",1340065243453
started,bundle,org.eclipse.wb.swing.MigLayout.lib,1.1.0.r37x201109091143,"org.eclipse.wb.swing.MigLayout.lib",1340065245281
started,bundle,org.eclipse.wb.swing.MigLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.MigLayout",1340065245281
started,bundle,org.eclipse.wb.swing.java6,1.1.0.r37x201109091143,"org.eclipse.wb.swing.java6",1340065245296
started,bundle,org.eclipse.wb.layout.group,1.1.0.r37x201109091112,"org.eclipse.wb.layout.group",1340065245328
started,bundle,org.eclipse.wb.swing.FormLayout.lib,1.1.0.r37x201109091143,"org.eclipse.wb.swing.FormLayout.lib",1340065245671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065246093
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340065251312
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340065251375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065251562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065252078
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1340065255312
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340065255359
activated,view,org.eclipse.mylyn.tasks.ui,3.7.0.I20120204-0747,"org.eclipse.mylyn.tasks.ui.views.tasks",1340065257281
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340065257343
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1340065259531
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340065259578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065286000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065286093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065290531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065290578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065311156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065311203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065317484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065317531
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1340065331671
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1340065331687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065354468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065354484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065354562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065408765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065409031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065455156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1340065459140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065502375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065502468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340065503656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065505265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065505984
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340065510796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065518750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065521046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065525968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065538921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1340065540250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065555890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065556031
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340065577890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065592890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065617765
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340065620531
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340065630203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065648546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065651031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065658250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065659625
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340065659984
started,bundle,com.yattasolutions.diagrams.classdiagram.gef,1.4.2.201202241146,"com.yattasolutions.diagrams.classdiagram.gef",1340065660875
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1340065660890
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1340065661078
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1340065661156
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1340065661156
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1340065661156
