what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1340120991828
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1340120991843
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1340120991843
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1340120991890
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1340120991890
started,bundle,org.eclipse.xsd,2.7.0.v20110606-0949,"org.eclipse.xsd",1340120992000
started,bundle,org.eclipse.emf.compare.diff,1.2.2.yatta-patch-201202240323,"org.eclipse.emf.compare.diff",1340120992250
activated,editor,com.yattasolutions.umllab.intro,1.4.2.201202241146,"com.yattasolutions.umllab.intro.IntroEditor",1340120992421
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340120992515
closed,editor,com.yattasolutions.umllab.intro,1.4.2.201202241146,"com.yattasolutions.umllab.intro.IntroEditor",1340120992546
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340120994875
started,bundle,com.yattasolutions.codegen.java,1.4.2.201202241146,"com.yattasolutions.codegen.java",1340120997937
started,bundle,com.yattasolutions.codegen.java.JDTDisassembled,1.4.2.201202241146,"com.yattasolutions.codegen.java.JDTDisassembled",1340120997937
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340120999296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121000156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121002265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121005937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121005953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121006031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121009765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121013671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121015843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1340121025328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121025406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121030437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121034937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121038375
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340121046593
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1340121048859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121053093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121065218
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340121065593
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340121065687
started,bundle,org.eclipse.mylyn.java.ui,3.7.0.I20120204-0747,"org.eclipse.mylyn.java.ui",1340121076796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1340121077531
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1340121077562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1340121097437
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340121127187
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340121129656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121147078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121147203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1340121150546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121153453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121153546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340121185546
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1340121187718
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1340121188218
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1340121188359
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340121198609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340121201968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121202890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121203343
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1340121203625
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340121212734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340121216875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121217656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121218265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121218625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121218640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121218718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121281546
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340121284921
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1340121291890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1340121301562
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1340121342703
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1340121342703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340121392953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121393609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121394390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121395109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121400781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1340121403406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121403468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121409843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1340121414640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121414718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121421234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1340121425765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1340121426171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1340121426515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121434812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121439203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1340121444359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121444390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121448859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121488406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121498750
started,bundle,org.eclipse.wb.swing.FormLayout.lib,1.1.0.r37x201109091143,"org.eclipse.wb.swing.FormLayout.lib",1340121512734
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340121524125
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340121524250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340121536406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121537328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121537656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121538671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121550703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340121560328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121561156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121561671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121562312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121566562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1340121570687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121603140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121604328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340121764937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121771343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121771375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340121781578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121782468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121782968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121783640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121787906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121809625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121813203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121814421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121816000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121817328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121817328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121817421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121818734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340121821843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121822765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121823218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121823843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340121879046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122028390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122029984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122072859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122129125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122176703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122177140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122178406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122198484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122204265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122207343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122241312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122354500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122357359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122357359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122357546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340122383765
