what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340296115031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340297686843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340297750390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340297750390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340297750515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340297756250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340297771078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340297964406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298039156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298039156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298039250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298040640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298057296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298057953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298058640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298427171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298460359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298460359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298460406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298507984
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340298510812
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340298511078
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340298512187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298525625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298525640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298525750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298697953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298708515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298708515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298708609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298725453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298729140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298729140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340298729218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299049843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299050500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299050515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299050578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299178046
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340299186265
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1340299186328
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340299186328
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1340299186437
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1340299186593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1340299189187
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340299191218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299195750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299204406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299213578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299213578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299213687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299309421
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340299311093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1340299312359
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340299317093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299324781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299335656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299344187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299344187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299344343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299443640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299445937
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1340299489484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299943265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299946015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299946031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299946171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340299991359
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340299993328
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1340299993953
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1340300012187
opened,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1340300012750
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1340300012859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.showIn",1340300012859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300012890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300021828
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340300023093
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1340300026156
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340300026203
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340300030062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300033312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300033328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300033453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300048421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300049937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300049953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300050046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300254718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340300258359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300259828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300261593
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340300262015
